Date,Type,Subtype,Benefit Type,Numbers
20230301,Continuous duration,More than one year,Other Main Benefits,1053.0
20230301,Gender,Male,Other Main Benefits,867.0
20230301,Gender,Female,Other Main Benefits,1191.0
20230301,Gender,Gender Diverse,Other Main Benefits,6.0
20230301,Age group,18-24 years,Other Main Benefits,192.0
20230301,Age group,25-39 years,Other Main Benefits,831.0
20230301,Age group,40-54 years,Other Main Benefits,603.0
20230301,Age group,55-64 years,Other Main Benefits,438.0
20230301,Ethnic group,European,Other Main Benefits,522.0
20230301,Ethnic group,Māori,Other Main Benefits,591.0
20230301,Ethnic group,Pacific Peoples,Other Main Benefits,273.0
20230301,Ethnic group,Asian,Other Main Benefits,246.0
20230301,Ethnic group,Middle Eastern/Latin American/African,Other Main Benefits,90.0
20230301,Ethnic group,Other ethnicity,Other Main Benefits,114.0
20230301,Ethnic group,Ethnicity not specified,Other Main Benefits,402.0
20230301,Continuous duration,One year or less,Total,88653.0
20230301,Continuous duration,More than one year,Total,256764.0
20230301,Gender,Male,Total,150555.0
20230301,Gender,Female,Total,193443.0
20230301,Gender,Gender Diverse,Total,1419.0
20230301,Age group,18-24 years,Total,51522.0
20230301,Age group,25-39 years,Total,121038.0
20230301,Age group,40-54 years,Total,95325.0
20230301,Age group,55-64 years,Total,77529.0
20230301,Ethnic group,European,Total,171819.0
20230301,Ethnic group,Māori,Total,128817.0
20230301,Ethnic group,Pacific Peoples,Total,37983.0
20230301,Ethnic group,Asian,Total,16221.0
20230301,Ethnic group,Middle Eastern/Latin American/African,Total,5367.0
20230301,Ethnic group,Other ethnicity,Total,11709.0
20230301,Ethnic group,Ethnicity not specified,Total,17199.0
